dataAbscissa/Depth	Age	dataOrdinate/Value
211.27	31530.7	-1.66
211.32	31534.1	-1.54
211.37	31537.5	-1.57
211.42	31540.8	-1.64
211.47	31544.2	-1.47
211.52	31547.6	-1.42
211.57	31551	-1.33
211.62	31554.3	-1.5
211.67	31557.7	-1.38
211.72	31561.1	-1.41
211.77	31564.5	-1.52
211.82	31567.8	-1.2
211.87	31571.2	-1.56
211.92	31574.6	-1.6
211.97	31577.9	-1.61
212.02	31581.3	-1.73
212.07	31584.7	-1.48
212.12	31588.1	-1.27
212.17	31591.4	-1.36
212.22	31594.8	-1.28
212.27	31598.2	-1.51
212.32	31601.6	-1.57
212.37	31604.9	-1.34
212.42	31608.3	-1.49
212.47	31611.7	-1.28
212.52	31615	-1.55
212.57	31618.4	-1.4
212.62	31621.8	-1.33
212.67	31625.2	-1.51
212.72	31628.5	-1.54
212.77	31631.9	-1.56
212.82	31635.3	-1.49
212.87	31638.6	-1.38
212.92	31642	-1.56
212.97	31645.4	-1.33
213.02	31648.8	-1.53
213.07	31652.1	-1.68
213.12	31655.5	-1.74
213.17	31658.9	-1.49
213.22	31662.3	-1.57
213.27	31665.6	-1.58
213.32	31669	-1.57
213.37	31672.4	-1.55
213.42	31675.7	-1.63
213.47	31679.1	-1.48
213.52	31682.5	-1.55
213.57	31685.9	-1.43
213.62	31689.2	-1.54
213.67	31692.6	-1.78
213.72	31696	-1.75
213.77	31699.4	-1.83
213.82	31702.7	-1.61
213.87	31706.1	-1.73
213.92	31709.5	-1.8
213.97	31712.8	-1.77
214.02	31716.2	-1.59
214.07	31719.6	-1.54
214.12	31723	-1.54
214.17	31726.3	-1.48
214.22	31729.7	-1.49
214.27	31733.1	-1.37
214.32	31736.5	-1.54
214.37	31739.8	-1.57
214.42	31743.2	-1.55
214.47	31746.6	-1.46
214.52	31749.9	-1.28
214.57	31753.3	-1.49
214.62	31756.7	-1.56
214.67	31760.1	-1.46
214.72	31763.4	-1.5
214.77	31766.8	-1.47
214.82	31770.2	-1.42
214.87	31773.6	-1.51
214.92	31776.9	-1.64
214.97	31780.3	-1.39
215.02	31783.7	-1.42
215.07	31787	-1.55
215.12	31790.4	-1.62
215.17	31793.8	-1.56
215.22	31797.2	-1.53
215.27	31800.5	-1.57
215.3	31802.6	-1.42
215.32	31803.9	-1.51
215.37	31807.3	-1.71
215.38	31808	-1.58
215.42	31810.6	-1.41
215.46	31813.3	-1.54
215.47	31814	-1.51
215.51	31816.7	-1.38
215.52	31817.4	-1.67
215.54	31818.7	-1.34
215.57	31820.8	-1.61
215.62	31824.1	-1.754
215.67	31827.5	-1.83
215.72	31830.9	-1.61
215.77	31834.3	-1.54
215.82	31837.6	-1.54
215.87	31841	-1.51
215.92	31844.4	-1.54
215.97	31847.7	-1.44
216.02	31851.1	-1.6
216.07	31854.5	-1.42
216.12	31857.9	-1.392
216.17	31861.2	-1.2
216.22	31864.6	-1.38
216.27	31868	-1.56
216.32	31871.4	-1.58
216.37	31874.7	-1.61
216.42	31878.1	-1.43
216.47	31881.5	-1.6
216.52	31884.8	-1.58
216.57	31888.2	-1.35
216.62	31891.6	-1.04
216.67	31895	-1.48
216.72	31898.3	-1.4
216.77	31901.7	-1.36
216.82	31905.1	-1.38
216.87	31908.5	-1.51
216.92	31911.8	-1.41
216.97	31915.2	-1.69
217.02	31918.6	-1.62
217.07	31921.9	-1.67
217.12	31925.3	-1.81
217.17	31928.7	-1.75
217.27	31935.4	-1.46
217.32	31938.8	-1.37
217.37	31942.2	-1.389
217.42	31945.6	-1.39
217.47	31948.9	-1.48
217.52	31952.3	-1.57
217.57	31955.7	-1.79
217.62	31959	-1.65
217.67	31962.4	-1.68
217.72	31965.8	-1.55
217.77	31969.2	-1.61
217.82	31972.5	-1.48
217.87	31975.9	-1.56
217.92	31979.3	-1.4
217.97	31982.6	-1.54
218.02	31986	-1.43
218.07	31989.4	-1.38
218.12	31992.8	-1.28
218.17	31996.1	-1.39
218.22	31999.5	-1.39
218.27	32002.9	-1.65
218.32	32006.3	-1.6
218.37	32009.6	-1.69
218.42	32013	-1.4
218.43	32013.7	-1.51
218.47	32016.4	-1.3
218.49	32017.7	-1.5
218.52	32019.7	-1.49
218.55	32021.8	-1.49
218.57	32023.1	-1.41
218.62	32026.5	-1.25
218.72	32033.2	-1.35
218.77	32036.6	-1.42
218.82	32040	-1.47
218.87	32043.4	-1.42
218.92	32046.7	-1.59
218.97	32050.1	-1.6
219.02	32053.5	-1.47
219.07	32056.8	-1.28
219.12	32060.2	-1.43
219.17	32063.6	-1.37
219.22	32067	-1.43
219.27	32070.3	-1.22
219.32	32073.7	-1.42
219.37	32077.1	-1.3
219.42	32080.5	-1.21
219.47	32083.8	-1.24
219.52	32087.2	-1.21
219.57	32090.6	-1.43
219.62	32093.9	-1.3
219.67	32097.3	-1.55
219.72	32100.7	-1.27
219.77	32104.1	-1.14
219.82	32107.4	-1.22
219.87	32110.8	-1.4
219.92	32114.2	-1.28
219.97	32117.5	-1.56
220.02	32120.9	-1.35
220.06	32123.6	-1.5
220.07	32124.3	-1.43
220.12	32127.7	-1.39
220.17	32131	-1.5
220.22	32134.4	-1.42
220.27	32137.8	-1.57
220.32	32141.2	-1.6
220.37	32144.5	-1.51
220.42	32147.9	-1.6
220.47	32151.3	-1.35
220.52	32154.6	-1.22
220.57	32158	-1.32
220.62	32161.4	-1.57
220.67	32164.8	-1.59
220.72	32168.1	-1.31
220.77	32171.5	-1.65
220.82	32174.9	-1.46
220.87	32178.3	-1.53
220.92	32181.6	-1.46
220.97	32185	-1.38
221.02	32188.4	-1.35
221.07	32191.7	-1.5
221.12	32195.1	-1.11
221.17	32198.5	-1.28
221.22	32201.9	-1.18
221.27	32205.2	-1.25
221.32	32208.6	-1.19
221.37	32212	-1.43
221.42	32215.4	-1.54
221.47	32218.7	-1.5
221.52	32222.1	-1.19
221.57	32225.5	-1.42
221.62	32228.8	-1.38
221.67	32232.2	-1.54
221.72	32235.6	-1.34
221.77	32239	-1.44
221.82	32242.3	-1.42
221.87	32245.7	-1.64
221.95	32251.1	-1.89
222	32254.5	-1.74
222.05	32257.8	-1.59
222.16	32265.3	-1.47
222.22	32269.3	-1.36
222.27	32272.7	-1.73
222.32	32276.1	-1.38
222.37	32279.4	-1.63
222.42	32282.8	-1.62
222.47	32286.2	-1.57
222.52	32289.5	-1.73
222.58	32293.6	-1.56
222.64	32297.6	-1.72
222.69	32301	-1.57
222.74	32304.4	-1.31
222.79	32307.8	-1.21
222.84	32311.1	-1.42
222.91	32315.9	-1.26
222.97	32319.9	-1.84
223.02	32323.3	-1.44
223.07	32326.6	-1.6
223.12	32330	-1.59
223.17	32333.4	-1.61
223.22	32336.8	-1.43
223.27	32340.1	-1.57
223.32	32343.5	-1.63
223.38	32347.6	-1.88
223.42	32350.3	-1.7
223.47	32353.6	-1.73
223.52	32357	-1.65
223.57	32360.4	-1.6
223.62	32363.7	-1.7
223.67	32367.1	-1.64
223.72	32370.5	-1.62
223.77	32373.9	-1.89
223.82	32377.2	-1.46
223.87	32380.6	-1.63
223.92	32384	-1.72
223.97	32387.4	-1.67
224.01	32390	-1.82
224.02	32390.7	-1.8
224.07	32394.1	-1.76
224.12	32397.5	-1.63
224.17	32400.8	-1.67
224.22	32404.2	-1.48
224.27	32407.6	-1.46
224.32	32411	-1.63
224.37	32414.3	-1.6
224.42	32417.7	-1.71
224.47	32421.1	-1.71
224.52	32424.4	-1.52
224.57	32427.8	-1.64
224.62	32431.2	-1.61
224.67	32434.6	-1.647
224.72	32437.9	-1.52
224.77	32441.3	-1.45
224.82	32444.7	-1.69
224.88	32448.7	-1.57
224.91	32450.8	-1.74
224.93	32452.1	-1.65
224.98	32455.5	-1.9
225.03	32458.8	-1.52
225.08	32462.2	-1.56
225.13	32465.6	-1.63
225.18	32469	-1.62
225.23	32472.3	-1.61
225.28	32475.7	-1.69
225.33	32479.1	-1.65
225.38	32482.5	-1.7
225.43	32485.8	-1.72
225.48	32489.2	-1.76
225.53	32492.6	-1.66
225.63	32499.3	-1.44
225.68	32502.7	-1.43
225.73	32506.1	-1.54
225.78	32509.4	-1.55
225.83	32512.8	-1.72
225.88	32516.2	-1.71
225.93	32519.6	-1.68
225.98	32522.9	-1.85
226.03	32526.3	-1.61
226.04	32527	-1.77
226.05	32527.6	-1.53
226.1	32531	-1.74
226.15	32534.4	-1.52
226.17	32535.7	-1.5
226.2	32537.8	-1.54
226.25	32541.1	-1.31
226.26	32541.8	-1.7
226.31	32545.2	-1.65
226.32	32545.9	-1.37
226.36	32548.6	-1.74
226.38	32549.9	-1.78
226.41	32551.9	-1.61
226.46	32555.3	-1.59
226.51	32558.7	-1.87
226.56	32562	-1.74
226.61	32565.4	-1.72
226.66	32568.8	-1.73
226.71	32572.2	-1.74
226.76	32575.5	-1.72
226.81	32578.9	-1.74
226.86	32582.3	-1.46
226.91	32585.7	-1.43
226.96	32589	-1.64
227.01	32592.4	-1.61
227.06	32595.8	-1.48
227.11	32599.1	-1.48
227.16	32602.5	-1.66
227.21	32605.9	-1.61
227.26	32609.3	-1.56
227.31	32612.6	-1.59
227.36	32616	-1.65
227.41	32619.4	-1.53
227.46	32622.8	-1.59
227.51	32626.1	-1.3
227.56	32629.5	-1.53
227.61	32632.9	-1.72
227.66	32636.2	-1.69
227.7	32638.9	-1.63
227.75	32642.3	-1.63
227.8	32645.7	-1.55
227.85	32649.1	-1.74
227.9	32652.4	-1.58
227.95	32655.8	-1.688
228	32659.2	-1.66
228.05	32662.6	-1.58
228.1	32665.9	-1.68
228.15	32669.3	-1.6
228.2	32672.7	-1.83
228.25	32676	-1.87
228.3	32679.4	-1.85
228.35	32682.8	-1.57
228.4	32686.2	-1.7
228.45	32689.5	-1.793
228.5	32692.9	-1.78
228.55	32696.3	-1.54
228.6	32699.6	-1.55
228.65	32703	-1.78
228.7	32706.4	-1.5
228.75	32709.8	-1.69
228.8	32713.1	-1.79
228.85	32716.5	-1.65
228.9	32719.9	-1.34
228.95	32723.3	-1.544
229	32726.6	-1.37
229.1	32733.4	-1.74
229.2	32740.1	-1.887
229.25	32743.5	-1.88
229.3	32746.9	-1.91
229.35	32750.2	-1.8
229.4	32753.6	-1.58
229.45	32757	-1.688
229.5	32760.4	-1.77
229.55	32763.7	-1.6
229.6	32767.1	-1.96
229.65	32770.5	-1.74
229.7	32773.8	-1.668
229.75	32777.2	-1.77
229.8	32780.6	-1.76
229.85	32784	-1.73
229.9	32787.3	-1.7
229.95	32790.7	-1.635
230	32794.1	-1.73
230.05	32797.5	-1.89
230.15	32804.2	-1.83
230.2	32807.6	-1.731
230.25	32810.9	-1.66
230.35	32817.7	-1.54
230.4	32821.1	-1.54
230.45	32824.4	-1.65
230.5	32827.8	-1.79
230.55	32831.2	-1.86
230.6	32834.5	-1.57
230.65	32837.9	-1.63
230.7	32841.3	-1.587
230.73	32843.3	-1.42
230.76	32845.3	-1.69
230.8	32848	-1.64
230.81	32848.7	-1.58
230.86	32852.1	-1.65
230.91	32855.5	-1.87
230.96	32858.8	-1.86
231.01	32862.2	-1.87
231.06	32865.6	-1.71
231.11	32868.9	-1.71
231.16	32872.3	-1.78
231.21	32875.7	-1.68
231.26	32879.1	-1.59
231.3	32881.8	-1.62
231.41	32889.2	-1.66
231.46	32892.6	-1.68
231.51	32895.9	-1.74
231.61	32902.7	-1.68
231.66	32906	-1.56
231.71	32909.4	-1.45
231.74	32911.4	-1.4
231.79	32914.8	-1.44
231.84	32918.2	-1.57
231.89	32921.6	-1.41
231.94	32924.9	-1.63
231.99	32928.3	-1.56
232.04	32931.7	-1.49
232.09	32935.1	-1.51
232.14	32938.4	-1.84
232.19	32941.8	-1.66
